wavs/0-0001.wav|Editorial crítica presenta, el violento siglo americano. Guerras e intervenciones, desde el fin de la segunda guerra mundial. De Yon, uve doble dáuer. Narrador por: Javier Ruiz Taboada.
wavs/1-0001.wav|editorial planeta presenta, salud a ciencia cierta. Consejos para una vida sana, sin caer en las trampas de la industria. Del doctor, miguel ángel Martínez González. Con la colaboración, de cristina galindo.
wavs/1-0002.wav|Narrado por Javier Ruiz Taboada.
wavs/10-0001.wav|A las primeras lecturas de Elsa, bajo la atenta mirada de Lisa.
wavs/11-0001.wav|Entrevista con Víctor E Frankl.
wavs/11-0002.wav|Kreuzer: Profesor Frankl, si nombramos su apellido entre personas medianamente informadas de cualquier rincón de los cinco continentes, obtendremos seguramente por respuesta la palabra sentido como fruto de la asociación de ideas.
wavs/11-0003.wav|Es una correspondencia más directa que la que se establece entre el apellido Kneipp y la palabra hidroterapia.
wavs/11-0004.wav|¿Cómo ha logrado extender por todo el planeta con la precisión de un rayo láser la definición de su teoría y cómo llegó usted mismo a la cuestión del sentido? ¿Cómo descubrió usted su propia teoría?
wavs/11-0005.wav|Frankl: Creo que se podría decir que primero descubrí mi teoría para mí mismo.
wavs/11-0006.wav|Se suele decir que cuando alguien funda un sistema psicoterapéutico, lo que hace, en resumidas cuentas, es relatar su propio historial patológico, dejar constancia escrita de él en ese sistema.
wavs/11-0007.wav|sabemos que Sigmund Freud padeció pequeñas fobias y que Alfred Adler no fue precisamente un niño sano y robusto.
wavs/11-0008.wav|De este modo Freud llegó a su teoría del complejo de Edipo y Adler a la del complejo de inferioridad.
wavs/11-0009.wav|Debo decir que no soy ninguna excepción a esta regla. Soy consciente de que, cuando empecé a madurar, tuve que luchar mucho contra el sentimiento de que, al fin y al cabo, todo era un completo sinsentido.
wavs/11-0010.wav|Aquella lucha acabó convirtiéndose en una determinación, y entonces desarrollé un antídoto contra el nihilismo.
wavs/11-0011.wav|Kreuzer: ¿Cuándo sucedió esto? Frankl: En la pubertad.
wavs/11-0012.wav|Kreuzer: Es decir, que desde entonces ha llevado latente su teoría consigo. Frankl: Digamos que estaba preformada. Fue cristalizando paulatinamente, aunque sólo de forma abstracta.
wavs/11-0013.wav|Con el tiempo, con el paso de los años, tuve que sistematizarla para que se convirtiera en un método terapéutico susceptible de ser enseñado y aprendido.
wavs/11-0014.wav|Pero, interiormente, primero tenía que superar de una vez por todas mi nihilismo. Esto le ocurre a cualquiera que padece algo, pero algo que no sea una enfermedad.
wavs/11-0015.wav|nihilismo, el sentimiento de falta de sentido, lo produce básicamente la propia persona. No es ninguna enfermedad ni ninguna neurosis, pero siempre es algo que hay que intentar superar.
wavs/11-0016.wav|Y yo no quería guardarme para mí ninguna idea que me ayudara a hacerlo. Por supuesto, uno se ve impulsado a compartir una cosa así con los demás, a ayudarlos.
wavs/11-0017.wav|Así, con el paso de las décadas, este sistema fue desarrollándose lentamente, hasta llegar al punto en que, actualmente, debemos preguntarnos:
wavs/11-0018.wav|¿de qué adolece más la humanidad, el hombre medio actual? ¿Continúa padeciendo como antes las consecuencias de una situación edípica? ¿Continúa padeciendo como antes los efectos de un sentimiento de inferioridad?
wavs/11-0019.wav|Y nos damos cuenta de que no es así. Hoy, cada vez con más fuerza, se impone de forma generalizada un sentimiento de falta de sentido en el hombre medio.
wavs/11-0020.wav|Entonces surge la pregunta: ¿Qué puede ayudarlo? En determinadas circunstancias, una terapia orientada o centrada en el sentido como la logoterapia, logos significa sentido en este contexto,
wavs/11-0021.wav|puede desempeñar aquí un papel primordial. Como acostumbran a decir los norteamericanos, it speaks to the needs of the hour, es decir, le habla a las necesidades del momento.
wavs/11-0022.wav|Una dirección que Sigmund Freud se sabía de memoria. Kreuzer:
wavs/11-0023.wav|Profesor Frankl, volviendo de nuevo al joven Frankl, cuénteme cómo se desarrolló todo esto en usted desde el punto de vista científico. En aquel entonces era estudiante, un médico joven. ¿Cuál fue su relación con Freud y Adler?
wavs/11-0024.wav|Era unas veces freudiano y otras adleriano, o bien se saltó interiormente todos esos estadios? ¿Fue usted siempre el mismo Frankl?
wavs/11-0025.wav|¿Recuerda el principio biogenético de Ernst Haeckel, ha perdido toda validez, pero da igual, según el cual la evolución de un individuo es una repetición abreviada de la evolución de toda la especie?
wavs/11-0026.wav|Eso mismo me ha sucedido a mí.
wavs/11-0027.wav|Su ontogénesis como filogénesis de la ciencia. Frankl: Exacto. Al principio me sentía atraído y fascinado por el psicoanálisis freudiano.
wavs/11-0028.wav|Cuando estaba en el instituto mantuve durante años una correspondencia constante con Sigmund Freud. No había carta que él no me respondiera inmediatamente, en menos de cuarenta y ocho horas. Una vez me atreví a adjuntar un breve manuscrito,
wavs/11-0029.wav|y cuál fue mi sorpresa cuando me respondió diciendo que lo había recibido y que daba por sentado que no pondría pegas por haberlo enviado ya a la redacción de la Internationalen Zeitschrift für Psycoanalyse.
wavs/11-0030.wav|El artículo se publicó dos años después, en mil novecientos veinticuatro, pero entonces ya me había pasado a la psicología individual de Alfred Adler.
wavs/11-0031.wav|Kreuzer: ¿No estudió con Freud? Frankl: No. Freud me invitó a presentarme al entonces secretario de la Sociedad Psicoanalítica para hacerme miembro de la misma.
wavs/11-0032.wav|Este creyó que era preferible que primero acabara la carrera de medicina porque, de lo contrario, tendría más dificultades, y que sólo tras finalizar los estudios podría presentarme al análisis didáctico y, después, a la admisión en la Sociedad.
wavs/11-0033.wav|Como ya he dicho, luego coincidí con Freud una vez, por casualidad, en el año mil novecientos veintiséis;
wavs/11-0034.wav|entonces yo ya había fundado una asociación académica de psicología médica con Maximilian Silbermann y Fritz Wittels, que fue el primer biógrafo de Sigmund Freud.
wavs/11-0035.wav|Así, a Freud lo conocí primero por la correspondencia mantenida y después en persona.
wavs/11-0036.wav|Me presenté y le dije: Víctor Frankl. Él me contestó: Czerningasse, seis, puerta veinticinco, distrito dos o, ¿verdad?
wavs/11-0037.wav|respondí. Hasta el número de la puerta era correcto. Todavía lo recordaba de las cartas que me envió.
wavs/11-0038.wav|Alfred Adler hace expulsar a un disidente. En fin, la cuestión es que me moví entre estas dos orientaciones. Y entonces, en mil novecientos veintisiete, Alfred Adler me expulsó por falta de ortodoxia.
wavs/11-0039.wav|Se empeñó en ello. Yo pensaba que, a pesar de mis ideas, mis ideas críticas, podría hacerme un sitio en el círculo de psicólogos individuales, pero Adler se empeñó en que debía ser expulsado.
wavs/11-0040.wav|No actué espontáneamente, sino que esperé adrede a que me echaran.
wavs/11-0041.wav|Kreuzer: ¿Cuál fue el origen del conflicto? Frankl: Yo, junto con Rudolf Allers y Oswald Schwartz, quienes influyeron en mí de forma determinante,
wavs/11-0042.wav|era muy crítico con el psicologismo, que estaba profundamente anclado y asentado, al menos en aquella época, no sólo en el psicoanálisis, sino también dentro, en la psicología individual.
wavs/11-0043.wav|Psicologismo significa que algo que es neurótico se toma eo ipso por fingido, o que algo que es fingido se califica simplemente como neurótico, como enfermo.
wavs/11-0044.wav|Esta relación conceptual se me acaba de ocurrir provocada por la función catalítica que usted ejerce y llega hasta el mismo corazón de la problemática actual, en la cual debemos preguntarnos, ahora que se habla tanto de neurosis de masas,
wavs/11-0045.wav|si la desesperación por la aparente falta de sentido de la existencia es realmente una neurosis colectiva.
wavs/11-0046.wav|Y al final se comprueba que no es nada patológico, que es un certificado de madurez intelectual de la persona, y no la manifestación de una enfermedad mental. Esto es muy importante y hay que explicárselo a la gente.
wavs/11-0047.wav|Kreuzer: ¿Tiene algo que ver su antigua postura crítica con el chiste de que el psicoanálisis es la única enfermedad que se cura a sí misma? Frankl:
wavs/11-0048.wav|No directamente. Además, estoy convencido de que, actualmente, Freud vería las cosas de un modo muy distinto. Todos sabemos que los discípulos son mucho más ortodoxos y dogmáticos que los propios maestros, y eso también me ha enseñado algo.
